city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,100,2,1,0,-,not acept,not furnished,R$0,"R$2,000",R$110,R$31,"R$2,141"
1,320,4,4,8,-,acept,not furnished,R$0,"R$7,000",R$980,R$106,"R$8,086"
1,77,2,1,0,3,acept,not furnished,R$590,"R$2,050",R$0,R$26,"R$2,666"
1,270,3,4,2,6,acept,not furnished,"R$2,890","R$6,500",R$100,R$83,"R$9,573"
0,104,2,3,2,1,acept,furnished,"R$1,300","R$4,600",R$242,R$59,"R$6,201"
1,70,2,1,1,7,acept,furnished,R$467,"R$1,800",R$170,R$23,"R$2,460"
1,68,1,1,0,3,acept,not furnished,R$500,"R$1,500",R$0,R$20,"R$2,020"
1,410,4,5,5,1,acept,not furnished,Sem info,"R$20,000",R$0,R$254,"R$20,250"
1,60,1,1,0,3,not acept,not furnished,R$180,"R$1,200",R$0,R$16,"R$1,396"
1,270,3,2,4,21,acept,not furnished,"R$3,200","R$13,000","R$1,250",R$165,"R$17,620"
1,65,2,1,1,3,acept,not furnished,"R$1,300","R$3,000",R$109,R$39,"R$4,448"
1,100,2,1,3,-,not acept,not furnished,Incluso,"R$2,700",R$378,R$41,"R$3,119"
1,250,3,4,2,10,acept,not furnished,"R$2,900","R$10,000",R$584,R$127,"R$13,610"
1,119,3,3,1,4,not acept,furnished,"R$1,500","R$3,510",R$209,R$45,"R$5,264"
1,394,4,6,4,23,acept,furnished,"R$6,000","R$4,000","R$2,500",R$51,"R$12,550"
0,660,5,5,4,-,acept,not furnished,"R$1,400","R$5,000","R$1,000",R$76,"R$7,476"
1,40,1,1,0,3,acept,not furnished,R$307,"R$1,555",R$0,R$20,"R$1,882"
1,60,3,1,1,15,acept,furnished,R$556,"R$2,390",R$4,R$31,"R$2,981"
1,240,3,2,2,17,not acept,not furnished,"R$2,680","R$9,800",R$667,R$125,"R$13,270"
1,180,3,1,1,18,acept,not furnished,"R$1,800","R$9,500",R$482,R$121,"R$11,900"
1,400,4,4,4,-,acept,not furnished,R$0,"R$7,500",R$742,R$113,"R$8,355"
1,250,3,4,3,4,acept,not furnished,"R$3,570","R$14,000","R$1,256",R$178,"R$19,000"
0,60,2,1,0,1,acept,not furnished,R$457,"R$1,170",R$55,R$15,"R$1,697"
0,77,2,2,1,9,acept,not furnished,R$725,"R$1,200",R$71,R$16,"R$2,012"
1,154,4,3,3,21,acept,not furnished,"R$1,684","R$7,000","R$1,020",R$89,"R$9,793"
1,250,3,3,2,-,not acept,not furnished,Sem info,"R$3,700",R$459,R$56,"R$4,215"
0,450,4,5,4,-,acept,furnished,R$0,"R$6,900",R$230,R$104,"R$7,234"
1,179,3,3,0,9,not acept,furnished,"R$1,828","R$12,000",R$472,R$153,"R$14,450"
1,400,5,5,4,-,acept,not furnished,R$0,"R$15,000","R$1,800",R$226,"R$17,030"
1,102,2,1,0,1,acept,not furnished,R$200,"R$1,700",R$17,R$22,"R$1,939"
1,45,2,2,0,-,not acept,not furnished,R$0,"R$1,630",R$84,R$25,"R$1,739"
1,90,1,2,2,13,not acept,furnished,"R$1,500","R$8,000",R$500,R$102,"R$10,100"
1,230,3,3,3,7,acept,not furnished,"R$2,500","R$3,916",R$586,R$50,"R$7,052"
1,220,2,4,2,-,acept,furnished,R$0,"R$6,200","R$1,200",R$94,"R$7,494"
1,58,1,2,1,5,acept,not furnished,R$724,"R$1,250",R$0,R$16,"R$1,990"
0,67,2,2,2,12,acept,not furnished,R$800,"R$1,070",R$84,R$14,"R$1,968"
1,113,3,2,1,6,acept,not furnished,"R$1,000","R$3,000",R$50,R$39,"R$4,089"
1,111,3,4,3,1,acept,not furnished,"R$2,500","R$2,700",R$704,R$35,"R$5,939"
1,50,2,1,1,1,acept,not furnished,R$550,"R$1,450",R$0,R$19,"R$2,019"
1,54,2,1,1,11,not acept,furnished,R$724,"R$3,500",R$119,R$45,"R$4,388"
1,300,5,5,2,-,acept,not furnished,R$0,"R$4,000",R$220,R$61,"R$4,281"
1,65,2,2,1,6,acept,not furnished,R$723,"R$2,360",R$81,R$30,"R$3,194"
1,80,2,2,2,-,not acept,not furnished,R$0,"R$3,600",R$390,R$55,"R$4,045"
1,50,2,1,1,11,acept,not furnished,R$560,"R$1,200",R$7,R$16,"R$1,783"
1,35,1,1,1,1,acept,not furnished,R$0,"R$1,020",R$30,R$13,"R$1,063"
1,200,3,2,1,-,not acept,not furnished,R$0,"R$2,700",R$300,R$41,"R$3,041"
0,43,1,1,1,5,acept,not furnished,R$518,R$900,R$45,R$12,"R$1,475"
1,41,1,1,0,12,acept,not furnished,R$290,"R$1,573",R$60,R$20,"R$1,943"
1,63,1,1,1,9,not acept,furnished,"R$1,283","R$7,400",R$286,R$94,"R$9,063"
1,190,4,4,3,11,acept,furnished,"R$2,289","R$7,000",R$860,R$89,"R$10,240"
1,500,4,4,4,-,acept,not furnished,R$0,"R$7,500",R$552,R$113,"R$8,165"
1,73,3,2,1,9,acept,not furnished,R$612,"R$1,850",R$95,R$24,"R$2,581"
0,104,3,1,0,3,not acept,not furnished,R$600,R$700,R$69,R$9,"R$1,378"
1,35,1,1,0,-,acept,not furnished,Sem info,R$700,R$80,R$11,R$791
1,120,2,2,2,-,acept,not furnished,R$100,"R$5,500",R$158,R$83,"R$5,841"
1,55,2,3,2,-,acept,not furnished,R$170,"R$1,850",R$123,R$28,"R$2,171"
1,240,2,1,5,-,acept,not furnished,R$0,"R$2,600",R$0,R$40,"R$2,640"
1,400,4,5,3,3,acept,furnished,"R$4,670","R$6,000","R$1,195",R$77,"R$11,940"
1,200,2,3,1,10,acept,not furnished,"R$1,750","R$4,500",R$0,R$58,"R$6,308"
1,40,1,1,1,1,not acept,furnished,R$580,"R$2,049",R$88,R$26,"R$2,743"
1,68,2,1,0,12,acept,not furnished,R$470,"R$1,300",R$50,R$17,"R$1,837"
1,150,2,3,0,-,acept,not furnished,R$0,"R$4,000",R$124,R$61,"R$4,185"
1,50,2,1,1,8,acept,not furnished,R$400,"R$1,700",R$54,R$22,"R$2,176"
0,113,3,2,2,11,acept,not furnished,R$700,"R$1,450",R$79,R$19,"R$2,248"
1,88,2,2,2,1,not acept,furnished,"R$1,100","R$6,250",R$490,R$80,"R$7,920"
1,90,3,2,3,1,acept,not furnished,"R$1,018","R$1,500",R$201,R$20,"R$2,739"
1,350,3,3,8,-,acept,not furnished,Sem info,"R$9,240","R$1,042",R$139,"R$10,420"
1,340,4,6,4,-,acept,furnished,R$0,"R$11,470","R$1,009",R$173,"R$12,650"
1,86,2,1,1,9,not acept,not furnished,"R$1,100","R$5,800",R$284,R$74,"R$7,258"
1,216,4,3,0,17,acept,furnished,"R$2,250","R$8,000",R$609,R$102,"R$10,960"
1,170,4,5,3,14,acept,furnished,"R$1,927","R$5,200",R$709,R$66,"R$7,902"
1,400,3,3,6,-,acept,not furnished,Incluso,"R$15,000","R$1,123",R$226,"R$16,350"
0,77,2,1,1,7,acept,furnished,R$880,"R$1,200",R$129,R$16,"R$2,225"
0,350,4,5,4,-,acept,not furnished,R$680,"R$8,000",R$417,R$121,"R$9,218"
1,145,4,2,2,-,acept,not furnished,R$0,"R$2,230",R$250,R$34,"R$2,514"
1,180,4,1,1,13,acept,not furnished,"R$2,420","R$8,500",R$400,R$108,"R$11,430"
1,144,4,2,2,6,acept,not furnished,"R$1,820","R$5,500",R$667,R$70,"R$8,057"
1,60,2,1,1,3,acept,not furnished,R$802,"R$3,005",R$6,R$39,"R$3,852"
1,220,4,3,0,3,acept,not furnished,R$440,"R$6,000",R$0,R$77,"R$6,517"
1,60,2,1,1,8,acept,furnished,"R$1,052","R$6,400",R$114,R$82,"R$7,648"
1,165,3,1,2,-,acept,not furnished,R$0,"R$3,800",R$0,R$25,"R$3,825"
1,400,5,6,4,15,acept,not furnished,"R$4,000","R$3,502","R$1,250",R$45,"R$8,797"
1,77,3,2,1,1,acept,not furnished,R$694,"R$1,900",R$38,R$25,"R$2,657"
1,215,3,4,4,-,acept,not furnished,R$0,"R$10,000",R$373,R$151,"R$10,520"
0,78,3,2,2,3,acept,not furnished,R$605,"R$1,780",R$68,R$23,"R$2,476"
1,96,2,2,2,12,acept,not furnished,R$980,"R$1,800",R$225,R$23,"R$3,028"
1,400,4,5,4,13,acept,furnished,"R$2,700","R$7,000","R$1,500",R$89,"R$11,290"
1,120,3,2,2,5,not acept,not furnished,"R$1,520","R$5,000",R$0,R$36,"R$6,556"
1,53,2,1,1,8,acept,furnished,R$720,"R$3,250",R$67,R$42,"R$4,079"
1,70,2,1,0,1,acept,not furnished,R$832,"R$1,750",R$0,R$13,"R$2,595"
1,100,3,3,0,5,acept,not furnished,R$820,"R$6,330",R$148,R$81,"R$7,379"
0,69,2,1,1,2,acept,not furnished,R$270,R$800,R$40,R$11,"R$1,121"
1,25,1,1,0,-,not acept,not furnished,R$0,"R$1,350",R$87,R$21,"R$1,458"
1,68,3,2,1,3,acept,furnished,R$455,"R$1,299",R$0,R$17,"R$1,771"
1,30,1,1,1,10,acept,furnished,R$730,"R$1,850",R$70,R$24,"R$2,674"
1,156,2,4,2,11,acept,not furnished,"R$2,690","R$10,000",R$520,R$127,"R$13,340"
1,33,1,1,0,12,not acept,furnished,R$385,"R$3,000",R$125,R$39,"R$3,549"
1,205,3,5,1,8,acept,not furnished,"R$1,805","R$2,800",R$775,R$36,"R$5,416"
1,79,2,3,1,14,acept,not furnished,"R$2,500","R$3,100",R$500,R$40,"R$6,140"
1,70,3,2,1,4,acept,furnished,R$695,"R$2,550",R$284,R$33,"R$3,562"
1,40,1,1,0,8,not acept,not furnished,R$0,"R$1,094",R$0,R$5,"R$1,099"
0,438,5,4,0,-,acept,not furnished,R$0,"R$7,735",R$417,R$117,"R$8,269"
1,30,1,1,0,-,not acept,not furnished,R$0,"R$1,000",R$43,R$13,"R$1,056"
1,212,3,5,3,7,acept,not furnished,"R$2,300","R$7,000","R$1,084",R$89,"R$10,470"
1,32,1,1,0,3,acept,not furnished,R$515,"R$1,700",R$29,R$22,"R$2,266"
1,269,4,4,5,21,acept,furnished,"R$2,980","R$14,000","R$1,834",R$178,"R$18,990"
1,63,2,1,1,5,acept,not furnished,R$460,"R$1,100",R$4,R$14,"R$1,578"
1,39,1,1,0,10,acept,furnished,R$300,"R$2,000",R$0,R$26,"R$2,326"
1,200,3,2,3,3,acept,not furnished,"R$1,600","R$4,000",R$0,R$51,"R$5,651"
1,290,3,3,1,5,acept,not furnished,"R$2,500","R$2,500",R$340,R$32,"R$5,372"
1,30,1,1,1,18,not acept,not furnished,"R$2,000","R$1,950",R$229,R$25,"R$4,204"
1,176,4,5,0,1,acept,furnished,"R$1,350","R$9,500",R$792,R$121,"R$11,760"
1,77,2,2,1,6,acept,not furnished,R$900,"R$3,000",R$80,R$39,"R$4,019"
1,47,1,1,0,2,acept,not furnished,R$198,"R$1,490",R$66,R$19,"R$1,773"
1,135,3,2,0,3,acept,not furnished,"R$1,400","R$4,500",R$317,R$58,"R$6,275"
1,108,2,3,2,-,acept,not furnished,R$450,"R$2,100",R$250,R$32,"R$2,832"
1,212,4,3,2,17,acept,not furnished,"R$2,835","R$13,800",R$694,R$175,"R$17,500"
1,140,2,4,1,11,acept,not furnished,"R$2,200","R$8,900",R$300,R$113,"R$11,510"
0,51,2,1,1,1,not acept,not furnished,R$390,R$800,R$50,R$11,"R$1,251"
1,42,1,1,1,9,acept,furnished,R$565,"R$3,800",R$24,R$49,"R$4,438"
1,108,3,3,3,11,acept,furnished,"R$1,100","R$4,000",R$455,R$51,"R$5,606"
0,53,1,1,0,6,acept,not furnished,R$403,R$500,R$15,R$7,R$925
1,254,3,3,3,11,acept,furnished,"R$4,255","R$12,750","R$1,692",R$162,"R$18,860"
0,67,3,1,1,1,not acept,not furnished,R$351,R$900,R$40,R$12,"R$1,303"
1,50,2,1,1,1,acept,not furnished,R$500,"R$2,000",R$3,R$26,"R$2,529"
1,115,4,4,3,2,acept,not furnished,"R$2,600","R$4,000",R$417,R$51,"R$7,068"
0,70,2,1,1,-,not acept,not furnished,R$341,"R$1,184",R$60,R$15,"R$1,600"
1,140,3,4,2,6,acept,not furnished,"R$1,350","R$2,500",R$200,R$32,"R$4,082"
1,156,2,3,2,8,acept,furnished,"R$2,040","R$13,590",R$292,R$173,"R$16,090"
1,295,4,4,4,21,acept,not furnished,"R$3,700","R$9,500","R$1,417",R$121,"R$14,740"
1,42,1,1,1,5,acept,not furnished,R$330,"R$2,100",R$107,R$27,"R$2,564"
1,480,4,5,2,-,acept,furnished,Sem info,"R$6,000","R$2,309",R$91,"R$8,400"
1,65,1,2,2,3,not acept,furnished,R$950,"R$3,400",R$215,R$44,"R$4,609"
1,220,4,5,3,9,acept,not furnished,"R$2,300","R$9,700","R$1,084",R$123,"R$13,210"
1,57,2,1,2,8,acept,not furnished,R$710,"R$2,200",R$75,R$28,"R$3,013"
1,170,3,3,0,10,acept,not furnished,"R$1,900","R$7,500",R$529,R$96,"R$10,030"
0,55,1,1,1,2,acept,not furnished,R$452,R$850,R$44,R$11,"R$1,357"
1,117,4,5,4,16,acept,not furnished,"R$1,521","R$2,500",R$646,R$32,"R$4,699"
1,280,5,2,1,-,acept,not furnished,Sem info,"R$8,000",R$0,R$121,"R$8,121"
1,140,4,3,2,10,acept,not furnished,"R$2,000","R$3,800",R$334,R$49,"R$6,183"
1,57,2,2,0,9,acept,not furnished,R$590,"R$1,908",R$125,R$25,"R$2,648"
1,200,3,4,2,-,acept,not furnished,R$0,"R$2,500",R$500,R$38,"R$3,038"
1,35,1,1,0,1,not acept,not furnished,R$0,R$900,R$50,R$12,R$962
0,30,1,1,0,15,acept,not furnished,R$280,R$500,R$10,R$7,R$797
1,42,1,1,0,9,acept,furnished,"R$1,290","R$1,500",R$184,R$20,"R$2,994"
0,69,2,1,1,7,not acept,not furnished,R$485,R$980,R$60,R$13,"R$1,538"
1,60,2,1,1,7,acept,not furnished,R$460,"R$1,230",R$100,R$16,"R$1,806"
1,253,3,5,5,9,acept,not furnished,"R$2,760","R$6,750","R$1,770",R$86,"R$11,370"
1,220,4,5,2,-,acept,not furnished,R$0,"R$6,500","R$1,176",R$98,"R$7,774"
1,127,2,3,2,1,acept,furnished,R$996,"R$3,600",R$292,R$46,"R$4,934"
1,85,3,2,1,10,acept,furnished,R$700,"R$2,730",R$113,R$35,"R$3,578"
1,470,4,6,3,-,acept,not furnished,R$0,"R$7,200","R$1,134",R$109,"R$8,443"
1,124,3,3,2,16,acept,not furnished,"R$1,100","R$2,791",R$339,R$36,"R$4,266"
1,100,2,2,0,-,not acept,not furnished,R$0,"R$3,250",R$0,R$49,"R$3,299"
1,60,2,2,1,11,acept,not furnished,"R$1,680","R$4,000",R$200,R$51,"R$5,931"
1,57,1,1,0,10,not acept,not furnished,R$500,"R$2,200",R$0,R$28,"R$2,728"
1,54,1,1,1,20,acept,furnished,R$700,"R$4,500",R$167,R$58,"R$5,425"
1,84,3,1,1,6,acept,not furnished,R$670,"R$2,180",R$100,R$28,"R$2,978"
1,360,3,4,1,10,acept,not furnished,"R$2,300","R$10,000",R$584,R$127,"R$13,010"
1,51,2,1,0,12,acept,furnished,R$456,"R$2,000",R$0,R$26,"R$2,482"
1,119,2,2,0,5,acept,not furnished,R$909,"R$2,350",R$0,R$30,"R$3,289"
1,70,2,1,0,-,not acept,not furnished,R$0,"R$1,700",R$25,R$26,"R$1,751"
1,100,3,3,2,3,not acept,not furnished,"R$1,100","R$4,350",R$350,R$56,"R$5,856"
1,100,2,1,0,4,acept,not furnished,R$0,"R$1,500",R$50,R$23,"R$1,573"
1,79,2,1,1,3,acept,not furnished,R$513,"R$1,444",R$0,R$19,"R$1,976"
1,220,3,4,3,2,not acept,not furnished,"R$2,500","R$5,150","R$1,250",R$66,"R$8,966"
1,100,3,1,0,-,acept,not furnished,R$0,"R$2,700",R$292,R$41,"R$3,033"
1,108,3,3,2,2,acept,not furnished,"R$1,200","R$3,400",R$334,R$44,"R$4,978"
1,230,2,1,8,-,acept,not furnished,R$0,"R$4,500",R$720,R$68,"R$5,288"
1,103,3,3,2,3,acept,furnished,"R$1,310","R$6,500",R$448,R$83,"R$8,341"
1,90,3,2,2,2,acept,not furnished,"R$1,320","R$1,700",R$225,R$22,"R$3,267"
1,220,4,4,2,10,acept,not furnished,"R$2,500","R$3,200",R$552,R$41,"R$6,293"
1,125,3,2,2,11,acept,not furnished,"R$1,450","R$2,100",R$372,R$27,"R$3,949"
1,54,1,1,1,8,acept,not furnished,"R$1,290","R$3,850",R$209,R$49,"R$5,398"
1,300,5,5,3,-,acept,not furnished,R$0,"R$4,700",R$334,R$71,"R$5,105"
1,280,3,5,3,-,acept,not furnished,R$0,"R$8,000",R$0,R$121,"R$8,121"
1,45,2,2,0,-,not acept,not furnished,R$0,"R$1,650",R$84,R$25,"R$1,759"
0,60,3,1,1,5,not acept,not furnished,R$600,"R$1,800",R$50,R$23,"R$2,473"
1,100,2,2,1,15,acept,not furnished,"R$1,500","R$7,100",R$0,R$90,"R$8,690"
1,40,1,1,1,10,acept,not furnished,R$700,"R$2,600",R$25,R$33,"R$3,358"
1,160,3,2,1,10,not acept,not furnished,"R$1,100","R$2,300",R$109,R$30,"R$3,539"
1,41,2,1,0,1,acept,not furnished,R$300,"R$1,478",R$0,R$19,"R$1,797"
1,350,5,3,6,-,acept,not furnished,R$0,"R$6,070","R$1,084",R$92,"R$7,246"
1,300,3,3,3,-,acept,not furnished,R$0,"R$3,500",R$250,R$53,"R$3,803"
1,89,2,2,2,20,acept,furnished,"R$1,518","R$4,500",R$356,R$58,"R$6,432"
1,325,4,5,7,-,acept,furnished,R$0,"R$13,000",R$825,R$196,"R$14,020"
1,170,2,2,5,-,acept,not furnished,R$0,"R$5,500",R$600,R$83,"R$6,183"
1,520,4,6,4,-,acept,not furnished,R$0,"R$15,000","R$2,250",R$226,"R$17,480"
1,480,4,6,5,9,acept,not furnished,"R$6,660","R$15,000","R$3,063",R$191,"R$24,910"
1,45,1,1,1,2,acept,not furnished,R$565,"R$2,500",R$0,R$32,"R$3,097"
1,89,3,1,1,2,acept,not furnished,"R$1,083","R$2,000",R$255,R$26,"R$3,364"
1,108,3,2,2,12,not acept,not furnished,R$900,"R$2,900",R$202,R$37,"R$4,039"
0,48,2,1,0,5,acept,not furnished,R$263,"R$1,000",R$66,R$13,"R$1,342"
1,160,3,2,2,18,acept,furnished,"R$1,530","R$1,900",R$167,R$25,"R$3,622"
1,160,2,3,3,-,acept,not furnished,R$0,"R$7,500",R$417,R$113,"R$8,030"
1,100,4,3,2,2,acept,not furnished,"R$1,027","R$2,500",R$369,R$32,"R$3,928"
1,75,3,2,1,21,acept,not furnished,R$501,"R$2,900",R$28,R$37,"R$3,466"
1,215,4,4,3,6,acept,not furnished,"R$3,800","R$3,400","R$1,084",R$44,"R$8,328"
1,125,3,4,1,2,acept,not furnished,"R$1,100","R$4,900",R$0,R$63,"R$6,063"
1,94,3,2,3,5,acept,not furnished,R$820,"R$2,200",R$350,R$28,"R$3,398"
1,60,2,1,1,8,acept,not furnished,R$850,"R$2,750",R$0,R$35,"R$3,635"
1,66,2,1,1,10,not acept,furnished,R$700,"R$3,800",R$84,R$27,"R$4,611"
1,300,4,5,4,-,acept,not furnished,R$0,"R$5,000",R$538,R$76,"R$5,614"
1,102,3,3,2,12,acept,not furnished,"R$1,366","R$5,702",R$276,R$73,"R$7,417"
1,462,7,2,3,-,not acept,not furnished,R$0,"R$8,600",R$834,R$130,"R$9,564"
0,51,2,1,2,13,not acept,not furnished,R$457,"R$1,850",R$56,R$24,"R$2,387"
1,120,3,3,2,-,acept,not furnished,R$0,"R$3,500",R$122,R$53,"R$3,675"
1,35,1,1,1,10,not acept,furnished,"R$1,400","R$2,800",R$205,R$36,"R$4,441"
1,229,4,2,3,2,acept,furnished,"R$1,100","R$5,500",R$409,R$70,"R$7,079"
1,530,4,5,6,-,not acept,not furnished,R$0,"R$15,000",R$0,R$226,"R$15,230"
0,74,3,1,1,3,acept,not furnished,R$350,"R$1,000",R$54,R$13,"R$1,417"
1,96,2,1,1,2,acept,not furnished,"R$1,080","R$4,300",R$118,R$55,"R$5,553"
1,181,4,5,3,5,acept,not furnished,"R$2,100","R$2,600",R$579,R$33,"R$5,312"
1,38,1,1,1,1,acept,not furnished,R$437,"R$1,942",R$14,R$9,"R$2,402"
1,260,2,3,4,-,acept,not furnished,R$0,"R$5,500",R$142,R$83,"R$5,725"
1,126,3,2,0,1,acept,not furnished,R$150,"R$2,210",R$125,R$28,"R$2,513"
1,98,1,2,2,4,not acept,furnished,"R$1,750","R$8,400",R$580,R$107,"R$10,840"
1,220,4,3,3,20,acept,furnished,"R$2,080","R$5,500","R$1,092",R$70,"R$8,742"
1,164,3,2,2,6,acept,not furnished,"R$3,182","R$8,500",R$608,R$108,"R$12,400"
1,50,1,1,1,3,not acept,furnished,R$690,"R$4,230",R$36,R$54,"R$5,010"
0,55,2,1,1,1,acept,not furnished,R$360,R$900,R$53,R$12,"R$1,325"
0,300,4,4,3,2,acept,not furnished,"R$2,300","R$6,000",R$417,R$77,"R$8,794"
1,40,1,1,1,1,acept,not furnished,R$0,"R$1,300",R$30,R$17,"R$1,347"
1,68,2,1,1,8,acept,not furnished,R$384,"R$1,306",R$0,R$17,"R$1,707"
1,220,2,2,3,-,acept,not furnished,R$0,"R$10,500",R$750,R$158,"R$11,410"
1,270,2,3,4,-,acept,not furnished,R$0,"R$3,270",R$169,R$50,"R$3,489"
1,255,3,4,4,9,acept,furnished,"R$1,650","R$5,000",R$125,R$64,"R$6,839"
1,49,1,1,1,10,not acept,not furnished,R$680,"R$2,300",R$200,R$30,"R$3,210"
1,300,3,3,5,-,acept,not furnished,R$0,"R$5,000",R$584,R$76,"R$5,660"
1,300,4,5,2,6,acept,furnished,"R$3,600","R$7,800",R$609,R$99,"R$12,110"
1,38,2,1,0,5,acept,furnished,R$577,"R$3,200",R$50,R$41,"R$3,868"
1,150,3,3,3,11,acept,not furnished,"R$2,270","R$6,000",R$754,R$77,"R$9,101"
0,200,3,2,3,-,acept,not furnished,R$300,"R$2,550",R$600,R$39,"R$3,489"
1,427,4,6,4,13,acept,not furnished,"R$3,440","R$10,000","R$1,350",R$127,"R$14,920"
1,75,3,1,1,2,acept,furnished,R$770,"R$1,900",R$85,R$25,"R$2,780"
1,150,3,3,2,-,acept,not furnished,Sem info,"R$3,300",R$135,R$50,"R$3,485"
1,300,3,1,2,-,acept,not furnished,R$0,"R$4,500",R$292,R$68,"R$4,860"
1,220,3,2,1,-,acept,not furnished,R$0,"R$5,000",R$500,R$76,"R$5,576"
1,213,3,5,5,10,acept,not furnished,"R$3,800","R$6,200",Incluso,R$79,"R$10,080"
1,320,4,6,4,4,acept,not furnished,"R$5,400","R$15,000",R$175,R$191,"R$20,770"
1,84,3,2,1,3,not acept,furnished,R$741,"R$2,175",R$185,R$28,"R$3,129"
1,75,2,1,0,-,not acept,furnished,R$450,"R$2,500",R$94,R$32,"R$3,076"
1,57,2,1,0,4,acept,not furnished,R$318,"R$1,700",R$0,R$22,"R$2,040"
1,16,1,1,0,1,not acept,not furnished,R$0,R$850,R$9,R$11,R$870
0,72,2,2,1,7,acept,not furnished,R$480,R$850,R$9,R$11,"R$1,350"
1,140,3,4,2,11,acept,furnished,"R$1,750","R$12,000",R$615,R$153,"R$14,520"
0,80,2,2,1,8,acept,furnished,R$860,"R$2,000",R$34,R$26,"R$2,920"
1,170,3,3,3,7,acept,not furnished,"R$2,450","R$3,000","R$1,015",R$39,"R$6,504"
1,67,3,1,1,9,acept,not furnished,R$626,"R$1,550",R$110,R$20,"R$2,306"
1,79,2,1,0,-,acept,not furnished,R$0,"R$2,100",R$218,R$27,"R$2,345"
1,170,3,3,3,-,acept,not furnished,R$0,"R$3,500",R$209,R$53,"R$3,762"
1,120,3,2,1,6,acept,not furnished,R$850,"R$3,200",R$120,R$41,"R$4,211"
0,206,3,2,3,15,acept,not furnished,"R$1,900","R$3,910",R$417,R$50,"R$6,277"
1,249,3,3,1,9,acept,furnished,"R$2,250","R$8,500",R$420,R$108,"R$11,280"
1,120,4,4,2,5,acept,not furnished,"R$2,500","R$9,500",R$116,R$121,"R$12,240"
0,260,3,4,4,-,acept,not furnished,R$900,"R$2,800",R$129,R$43,"R$3,872"
0,120,2,1,0,3,acept,not furnished,R$830,"R$1,100",R$95,R$14,"R$2,039"
1,400,4,6,4,-,acept,not furnished,R$0,"R$15,000","R$1,875",R$226,"R$17,100"
1,165,3,1,3,-,acept,not furnished,R$0,"R$3,400",R$384,R$52,"R$3,836"
1,55,2,1,1,6,not acept,not furnished,R$450,"R$1,800",R$111,R$23,"R$2,384"
1,75,3,2,2,12,not acept,furnished,R$800,"R$2,236",R$64,R$29,"R$3,129"
0,402,4,5,2,-,acept,furnished,R$450,"R$7,500",R$63,R$113,"R$8,126"
0,58,2,1,1,2,acept,not furnished,R$332,"R$1,200",R$25,R$16,"R$1,573"
1,50,1,1,0,-,not acept,not furnished,R$0,"R$1,220",R$0,R$19,"R$1,239"
1,60,4,4,1,5,acept,not furnished,R$700,"R$2,120",R$100,R$27,"R$2,947"
1,280,4,5,4,18,not acept,not furnished,"R$3,600","R$12,000",R$917,R$153,"R$16,670"
1,214,4,4,3,5,acept,not furnished,"R$2,638","R$6,520","R$1,187",R$83,"R$10,430"
1,110,3,1,0,-,acept,not furnished,R$0,"R$2,000",R$0,R$31,"R$2,031"
1,35,1,2,1,3,not acept,furnished,R$830,"R$3,081",R$0,R$9,"R$3,920"
1,320,3,3,8,-,acept,not furnished,R$0,"R$5,500",R$572,R$83,"R$6,155"
1,50,1,1,0,1,acept,not furnished,R$50,R$750,R$25,R$10,R$835
1,128,3,3,0,3,acept,furnished,"R$2,500","R$12,000",R$500,R$153,"R$15,150"
1,70,2,1,1,1,acept,not furnished,R$300,"R$1,100",R$14,R$14,"R$1,428"
1,277,3,2,1,11,acept,not furnished,"R$2,332","R$7,800",R$601,R$99,"R$10,830"
1,200,4,4,3,9,acept,furnished,"R$2,800","R$5,000","R$1,211",R$64,"R$9,075"
1,70,2,2,1,1,acept,not furnished,R$280,"R$1,000",R$138,R$13,"R$1,431"
1,50,1,1,1,3,acept,not furnished,R$455,"R$1,900",R$0,R$25,"R$2,380"
1,130,3,3,2,3,acept,not furnished,"R$1,140","R$4,000",R$292,R$51,"R$5,483"
1,600,6,5,5,-,acept,furnished,R$0,"R$12,000","R$3,334",R$181,"R$15,520"
1,135,3,3,0,1,not acept,not furnished,"R$1,400","R$3,810",R$167,R$49,"R$5,426"
1,27,1,1,0,5,not acept,not furnished,"R$1,405","R$3,500",R$1,R$45,"R$4,951"
1,197,3,1,2,-,acept,not furnished,R$0,"R$2,100",R$290,R$32,"R$2,422"
1,400,10,5,8,-,acept,not furnished,R$0,"R$10,900","R$1,417",R$164,"R$12,480"
0,92,3,2,3,1,acept,furnished,R$752,"R$2,525",R$0,R$32,"R$3,309"
1,119,3,3,1,8,not acept,furnished,R$790,"R$3,750",R$135,R$48,"R$4,723"
1,16,1,1,0,2,acept,not furnished,R$397,R$899,R$18,R$12,"R$1,326"
1,45,2,1,1,8,acept,not furnished,R$450,"R$2,010",R$3,R$26,"R$2,489"
1,57,2,1,1,5,acept,furnished,R$550,"R$2,450",R$63,R$32,"R$3,095"
1,22,1,1,0,5,acept,not furnished,R$423,"R$1,600",R$0,R$21,"R$2,044"
1,116,3,2,2,5,acept,not furnished,"R$1,884","R$3,800",R$518,R$49,"R$6,251"
1,33,1,1,0,3,acept,not furnished,R$350,"R$1,650",R$0,R$21,"R$2,021"
0,250,4,4,0,-,acept,not furnished,R$750,"R$3,825",R$369,R$58,"R$5,002"
